Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,chro,domain
1023,Tb427_110118300,-1.3505601833014262,0.6956965800777015,0.004263435709633936,unspecified product,Chr11_core_Tb427v10,
1024,Tb427_020025500,-1.350119916098166,7.922110803266992,2.033045132154072e-06,50S ribosome-binding GTPase/Protein of unknown function (DUF933)  putative,Chr2_core_Tb427v10,PTZ00258
1025,Tb427_110048300,-1.3485068378471474,4.351612674646466,1.008714242073356e-05,hypothetical protein  conserved,Chr11_core_Tb427v10,
1026,Tb427_000815400,-1.3483504422567978,5.030787223389257,1.630229435773829e-06,RNA polymerase Rpb2  domain 4  putative,unitig_3019_Tb427v10,RNA_pol_Rpb2_4
1027,Tb427_030029400,-1.3479912336087363,6.203795840800304,4.083601860096955e-07,hypothetical protein  conserved,Chr3_core_Tb427v10,
1028,Tb427_000722800,-1.3474755156054594,-0.7840573559731251,0.017829282800594128,hypothetical protein  conserved,unitig_2168_Tb427v10,
1029,Tb427_030006000,-1.346167532006718,4.854170297577296,6.9791703881173214e-06,hypothetical protein  conserved,Chr3_core_Tb427v10,
1030,Tb427_000275800,-1.3416219317782543,2.028503907330913,0.20413398749006867,Reverse transcriptase (RNA-dependent DNA polymerase)  putative,Chr1_5B_Tb427v10,RT_nLTR_like
1031,Tb427_000679300,-1.3415747186373366,0.5862252912532118,0.006567594612448155,Retrotransposon hot spot protein  putative,unitig_190_Tb427v10,RHSP superfamily
1032,Tb427_060050500,-1.3403169678519515,6.523242320927488,6.321507776287259e-07,Hydroxymethylglutaryl-coenzyme A reductase  putative,Chr6_core_Tb427v10,HMG-CoA_reductase_classI
1033,Tb427_000696000,-1.3391880501343092,1.2843265132141857,0.0003501917749835565,hypothetical protein  conserved,unitig_1976_Tb427v10,
1034,Tb427_000706500,-1.3381155036183776,1.5609260511176326,0.00033833805160909936,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)  putative,unitig_2081_Tb427v10,RT_nLTR_like; EEP superfamily
1035,Tb427_000288000,-1.3360493907637858,0.7826848979271096,0.0008646201052944307,hypothetical protein  conserved,Chr3_3A_Tb427v10,
1036,Tb427_100017800,-1.3354673003883248,5.888706266619112,9.702087016409269e-06,hypothetical protein  conserved,Chr10_core_Tb427v10,
1037,Tb427_100159200,-1.3348265689416179,3.816392737820888,6.018634455056998e-05,hypothetical protein  conserved,Chr10_core_Tb427v10,
1038,Tb427_100089900,-1.3347906665075426,5.152033270932544,1.6009885380470448e-06,MOZ/SAS family  putative,Chr10_core_Tb427v10,SAS2 superfamily
1039,Tb427_000008600,-1.3324520426100706,0.8189470869394532,0.0047902400619892005,Trypanosome variant surface glycoprotein (A-type)  putative,BES13_Tb427v10,
1040,Tb427_040029100,-1.3317860862749051,4.876832110097344,5.033403684063222e-06,hypothetical protein  conserved,Chr4_core_Tb427v10,
1041,Tb427_000755200,-1.3308088822262274,4.729049654934753,5.471601149745391e-06,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative,unitig_2332_Tb427v10,RNA_pol_Rpb2_4; RNA_pol_Rpb2_6
1042,Tb427_070084900,-1.3304362392062268,5.340056628641375,1.7558883692873661e-06,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative,Chr7_core_Tb427v10,RNA_pol_Rpb2_4; RNA_pol_Rpb2_6
1043,Tb427_110096500,-1.3301718326564125,7.030288188600477,8.655626806594437e-07,ZIP Zinc transporter  putative,Chr11_core_Tb427v10,Zip superfamily
1044,Tb427_000692800,-1.3289086081768888,-0.3586820453141312,0.024246006124785884,Protein of unknown function (DUF1181)  putative,unitig_1967_Tb427v10,PTZ00204
1045,Tb427_000288200,-1.3279767735574597,0.054057060690561216,0.02516626380261648,hypothetical protein  conserved,Chr3_3A_Tb427v10,
1046,Tb427_030006800,-1.3247957427467392,5.796277800519228,2.9757784173921624e-07,RING-variant domain containing protein  putative,Chr3_core_Tb427v10,RINGv
1047,Tb427_070072600,-1.3243263690733844,5.650016747039592,1.9061300231235986e-05,DnaJ domain containing protein  putative,Chr7_core_Tb427v10,DnaJ
1048,Tb427_000741500,-1.3240357554713296,-0.37185799655832535,0.00494877922144041,hypothetical protein  conserved,unitig_2222_Tb427v10,
1049,Tb427_000270400,-1.3239186050863625,4.925858481567562,4.341079195604877e-06,RNA polymerase Rpb2  domain 4  putative,Chr1_5A_Tb427v10,RNA_pol_Rpb2_4
1050,Tb427_110184400,-1.3232380448558307,6.950361632536299,1.5898340259302034e-06,Enoyl-CoA hydratase/isomerase  putative,Chr11_core_Tb427v10,ECH_2
1051,Tb427_070006900,-1.3227403777961824,6.414444493236027,2.2259518120269133e-06,Thioesterase superfamily/Thioesterase-like superfamily  putative,Chr7_core_Tb427v10,PaaI_thioesterase
1052,Tb427_110155800,-1.3215910326255214,5.318402081767668,1.490130063081743e-06,hypothetical protein  conserved,Chr11_core_Tb427v10,
1053,Tb427_110157100,-1.319124740990352,5.2480130804231315,5.647404920494901e-06,S4 domain containing protein  putative,Chr11_core_Tb427v10,RpsD superfamily
1054,Tb427_100022400,-1.3182306773208297,3.776418575782532,3.1379510960263594e-05,hypothetical protein  conserved,Chr10_core_Tb427v10,
1055,Tb427_000222800,-1.3180882943750662,2.502879847635412,0.000183964698364398,Leucine Rich repeat  putative,Chr1_3A_Tb427v10,internalin_A superfamily
1056,Tb427_000740100,-1.317852422418566,-0.8060083784162879,0.006460934670215098,hypothetical protein  conserved,unitig_2219_Tb427v10,
1057,Tb427_080084500,-1.317584901588283,1.3082832150989596,0.0009357068127068519,'Cold-shock' DNA-binding domain containing protein  putative,Chr8_core_Tb427v10,S1_like superfamily
1058,Tb427_000762400,-1.3173784839586156,0.3601868518456873,0.003787337976261196,Retrotransposon hot spot protein  putative,unitig_2342_Tb427v10,RHSP superfamily
1059,Tb427_100148900,-1.3169109812944484,6.122118059386231,2.0729586107331336e-06,GHMP kinases N terminal domain/Mevalonate 5-diphosphate decarboxylase C-terminal domain containing protein  putative,Chr10_core_Tb427v10,MVD1 superfamily
1060,Tb427_100159700,-1.3159181694298987,3.761088566591564,3.9543270027525e-05,hypothetical protein  conserved,Chr10_core_Tb427v10,
1061,Tb427_070042300,-1.3152572311257449,4.728539842460606,6.534739047410127e-06,hypothetical protein,Chr7_core_Tb427v10,
1062,Tb427_000781700,-1.3150305293344509,4.097984969836061,2.515850748467688e-05,Retrotransposon hot spot protein  putative,unitig_2490_Tb427v10,RHSP superfamily
1063,Tb427_090035000,-1.3139837344764995,4.3108114598168665,8.04721338228643e-05,hypothetical protein,Chr9_core_Tb427v10,
1064,Tb427_070084000,-1.3133850525242634,1.7938933330025926,0.0003019382929281912,hypothetical protein  conserved,Chr7_core_Tb427v10,internalin_A superfamily; internalin_A superfamily; internalin_A superfamily
1065,Tb427_000662900,-1.3123215082320732,-0.5161461967580249,0.03417523029538252,Retrotransposon hot spot protein  putative,unitig_1870_Tb427v10,PTZ00209
1066,Tb427_000715400,-1.3111517036728988,2.165249904868779,0.0003106278663341853,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,unitig_2128_Tb427v10,RT_nLTR_like; Rnase_HI_RT_non_LTR; EEP superfamily
1067,Tb427_030051200,-1.3104215753756374,5.373826204448955,1.1596717670581338e-05,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus  putative,Chr3_core_Tb427v10,GpsA superfamily
1068,Tb427_000765800,-1.3088659709112058,-0.01598557889505991,0.0047595815262655074,hypothetical protein,unitig_2451_Tb427v10,
1069,Tb427_110051100,-1.3080240016884357,4.386410653935969,1.1020305570970263e-05,hypothetical protein,Chr11_core_Tb427v10,
1070,Tb427_100092100,-1.3076238816462986,8.835233187118789,6.51413753918989e-06,Sugar (and other) transporter/Major Facilitator Superfamily  putative,Chr10_core_Tb427v10,Sugar_tr
1071,Tb427_000816600,-1.3073057258297769,0.9360001604536918,0.0016578301717902534,hypothetical protein  conserved,unitig_301_Tb427v10,internalin_A superfamily
1072,Tb427_060027300,-1.3055063490053858,4.139900302116221,2.6142889766845182e-05,pfkB family carbohydrate kinase  putative,Chr6_core_Tb427v10,PTZ00247
1073,Tb427_000798600,-1.3051361845922498,-0.1597284985132967,0.004916761273576634,hypothetical protein  conserved,unitig_2611_Tb427v10,
1074,Tb427_000643800,-1.3042489196477105,0.31478374484903365,0.003918110194606332,hypothetical protein  conserved,unitig_182_Tb427v10,
1075,Tb427_090032200,-1.3040014495663403,7.54485882432945,2.46618889276595e-06,Polyprenyl synthetase  putative,Chr9_core_Tb427v10,Trans_IPPS_HT
1076,Tb427_000749200,-1.3022282886941785,1.9585080210957984,0.0005931343589250536,Retrotransposon hot spot protein  putative,unitig_224_Tb427v10,RHSP superfamily
1077,Tb427_000834600,-1.3017771305854982,2.8887334271036123,9.412092224678766e-05,Retrotransposon hot spot protein  putative,unitig_407_Tb427v10,RHSP superfamily
1078,Tb427_000756400,-1.3016960821971808,4.790361480892764,7.045810077848347e-06,RNA polymerase Rpb2  domain 4  putative,unitig_2332_Tb427v10,RNA_pol_Rpb2_4
1079,Tb427_000806300,-1.3008383038503182,2.3312707714241983,0.00025827166197498597,hypothetical protein  conserved,unitig_278_Tb427v10,C2 superfamily
1080,Tb427_000722900,-1.2986458430135257,0.7449428735963372,0.001496272312611152,hypothetical protein  conserved,unitig_2169_Tb427v10,
1081,Tb427_090064100,-1.2984341241866793,6.8428062172462045,1.0571140989630584e-06,hypothetical protein  conserved,Chr9_core_Tb427v10,
1082,Tb427_110113000,-1.2969107803545337,2.0700801308795698,0.0006228551908613838,unspecified product,Chr11_core_Tb427v10,
1083,Tb427_000812500,-1.2966734625087293,1.1924841987896613,0.0005767510624326052,hypothetical protein  conserved,unitig_2969_Tb427v10,internalin_A superfamily
1084,Tb427_050012200,-1.2959587558848602,6.586353921180479,8.00247092278746e-06,hypothetical protein  conserved,Chr5_core_Tb427v10,
1085,Tb427_040052800,-1.29553685051121,6.702113121579517,2.2470975079625225e-06,hypothetical protein  conserved,Chr4_core_Tb427v10,
1086,Tb427_100090300,-1.2913620590126424,6.448331399492741,7.722078675642319e-07,CAF1 family ribonuclease  putative,Chr10_core_Tb427v10,CAF1
1087,Tb427_050016300,-1.2885079861344082,6.91614366122285,6.753768774909049e-07,DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Helicase associated domain (HA2)/Oligonucleotide/oligosaccharide-binding (OB)-fold  putative,Chr5_core_Tb427v10,HrpA
1088,Tb427_000646700,-1.2882111349703844,-0.9632930950435384,0.08707763752360967,hypothetical protein  conserved,unitig_1840_Tb427v10,
1089,Tb427_000740400,-1.2859669544521863,3.3150470746714595,7.765238792057292e-05,Leucine Rich repeat  putative,unitig_2219_Tb427v10,internalin_A superfamily
1090,Tb427_000762800,-1.2844855540337246,4.8688115033819495,3.1918393879049166e-06,RNA polymerase Rpb2  domain 4  putative,unitig_2344_Tb427v10,RNA_pol_Rpb2_4
1091,Tb427_000287800,-1.2824416221759032,2.717735156244735,0.00016830100515321522,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,Chr3_3A_Tb427v10,RT_nLTR_like; Rnase_HI_RT_non_LTR; EEP superfamily
1092,Tb427_110165300,-1.2815382416516825,6.218004884192212,2.2142331947724786e-06,hypothetical protein  conserved,Chr11_core_Tb427v10,
1093,Tb427_000723300,-1.2810480316346875,1.0717181626104368,0.000838435788588869,hypothetical protein  conserved,unitig_2169_Tb427v10,
1094,Tb427_110114600,-1.279779211515279,1.9962705887815613,0.0003918143906026005,unspecified product,Chr11_core_Tb427v10,
1095,Tb427_010027800,-1.2761526782289108,4.751346139376771,6.534739047410127e-06,Prim-pol family 5/Primase C terminal 2 (PriCT-2)  putative,Chr1_core_Tb427v10,PPL5; PriCT_2; PRK07003 superfamily; PHA03247 superfamily
1096,Tb427_000275000,-1.2742683410705484,1.995349407872464,0.00024343502312248672,Retrotransposon hot spot protein  putative,Chr1_5A_Tb427v10,RHSP superfamily
1097,Tb427_110115900,-1.2734671962174935,1.2260383402411057,0.001037561587271474,unspecified product,Chr11_core_Tb427v10,
1098,Tb427_060050800,-1.2718592400868152,5.981878968629661,3.6152744989092216e-07,hypothetical protein  conserved,Chr6_core_Tb427v10,
1099,Tb427_000110200,-1.271027920533336,2.5291862720414517,0.0009460292620871646,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,Chr10_5B_Tb427v10,RT_nLTR_like; Rnase_HI_RT_non_LTR; EEP superfamily
1100,Tb427_000708100,-1.2709114914240325,1.5587795382042096,0.0003918143906026005,hypothetical protein  conserved,unitig_2087_Tb427v10,
1101,Tb427_070069000,-1.2700193079464186,2.1197812031090013,0.00019491790381027558,hypothetical protein  conserved,Chr7_core_Tb427v10,
1102,Tb427_110117700,-1.2699362616026488,0.6664362387968465,0.007794400299448825,unspecified product,Chr11_core_Tb427v10,
1103,Tb427_100159000,-1.2697639700225951,3.7587951694177986,4.500118863461535e-05,hypothetical protein  conserved,Chr10_core_Tb427v10,
1104,Tb427_100161800,-1.2671433568692003,2.410506628184909,0.002925166306382316,hypothetical protein  conserved,Chr10_core_Tb427v10,
1105,Tb427_000645900,-1.2670873886887395,0.10366391301346642,0.004847607089104054,Retrotransposon hot spot protein  putative,unitig_1837_Tb427v10,RHSP superfamily
1106,Tb427_000832800,-1.2657377358700508,3.3202458087372024,6.927077667920957e-05,Retrotransposon hot spot protein  putative,unitig_376_Tb427v10,RHSP superfamily
1107,Tb427_040049300,-1.2641355749127918,7.412602179042372,1.8511705924845452e-06,hypothetical protein  conserved,Chr4_core_Tb427v10,
1108,Tb427_110116700,-1.2636108623059803,1.2110739407108506,0.0026089762310800065,unspecified product,Chr11_core_Tb427v10,
1109,Tb427_000630600,-1.2635196080592113,3.2674723968233814,0.00012959762991614332,Retrotransposon hot spot protein  putative,Tb427VSG-2061_unitig_Tb427v10,RHSP superfamily
1110,Tb427_000660300,-1.2634235048300595,2.4404113453322234,0.0001752582540233394,hypothetical protein  conserved,unitig_1859_Tb427v10,internalin_A superfamily
1111,Tb427_060027900,-1.262030173964147,4.053719114426105,2.8780994581144268e-05,pfkB family carbohydrate kinase  putative,Chr6_core_Tb427v10,PTZ00247
1112,Tb427_000207300,-1.2593974529439729,1.877796936277984,0.00028272107575933684,hypothetical protein,Chr1_3A_Tb427v10,
1113,Tb427_000791800,-1.259091878496041,-0.9377532604597594,0.01949081565882837,Reverse transcriptase (RNA-dependent DNA polymerase)  putative,unitig_2568_Tb427v10,RT_nLTR_like
1114,Tb427_110173900,-1.258870828572077,6.306049144460797,2.828160101391968e-06,Ergosterol biosynthesis ERG4/ERG24 family/Protein of unknown function (DUF1295)  putative,Chr11_core_Tb427v10,PEMT superfamily
1115,Tb427_000734100,-1.25856812466886,1.5301952906532692,0.001027797572195119,Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,unitig_2213_Tb427v10,RT_like superfamily; Rnase_HI_RT_non_LTR
1116,Tb427_000808700,-1.2581424717755922,0.9253400560893296,0.0018574818333969548,hypothetical protein,unitig_284_Tb427v10,
1117,Tb427_000785700,-1.255864824722235,1.5331220806515908,0.00039365408511636384,Retrotransposon hot spot protein  putative,unitig_2501_Tb427v10,RHSP superfamily
1118,Tb427_110112600,-1.2548900918757615,1.969627754058204,0.00028452810811595747,unspecified product,Chr11_core_Tb427v10,
1119,Tb427_000738500,-1.2543320816468575,0.5035184150650434,0.0038984254322853326,Retrotransposon hot spot protein  putative,unitig_2218_Tb427v10,RHSP superfamily; RHSP superfamily
1120,Tb427_000794500,-1.2532802590014749,0.31530913810968897,0.003908872218744619,Retrotransposon hot spot protein  putative,unitig_2569_Tb427v10,RHSP superfamily
1121,Tb427_000829400,-1.2519669656379455,2.376903919306296,0.000525705484591663,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative,unitig_316_Tb427v10,RT_nLTR_like; Rnase_HI_RT_non_LTR; EEP superfamily
1122,Tb427_010016700,-1.2516601276668078,7.513583603659438,2.1864235444332067e-06,Domain of unknown function (DUF1935)  putative,Chr1_core_Tb427v10,DUF1935
1123,Tb427_090033300,-1.2515173055631321,3.604235130352451,5.828404311441827e-05,NLI interacting factor-like phosphatase  putative,Chr9_core_Tb427v10,NIF
1124,Tb427_100115200,-1.2507741746708532,4.7691383839116845,5.652500938203697e-06,hypothetical protein,Chr10_core_Tb427v10,
1125,Tb427_010028200,-1.2505821829539927,7.4429974352978965,2.482543678447429e-06,hypothetical protein  conserved,Chr1_core_Tb427v10,
1126,Tb427_000825900,-1.2476097059354805,-0.7199799626534596,0.009325495767964308,Protein of unknown function (DUF1181)  putative,unitig_309_Tb427v10,PTZ00204
1127,Tb427_000725000,-1.246858951078419,-0.4068482116873676,0.00614913263287487,Protein of unknown function (DUF1181)  putative,unitig_2171_Tb427v10,PTZ00204
1128,Tb427_000696800,-1.2465170776146728,-0.2352449649655486,0.015796965344544788,hypothetical protein  conserved,unitig_1986_Tb427v10,
1129,Tb427_000670600,-1.246451390231419,-0.06379050917132352,0.008477056444493475,Retrotransposon hot spot protein  putative,unitig_1891_Tb427v10,PTZ00209
1130,Tb427_080044100,-1.2445906043597312,6.097288477737132,6.972505637943171e-07,hypothetical protein  conserved,Chr8_core_Tb427v10,
1131,Tb427_000755800,-1.2435649580505663,2.587381312945917,0.00018284721397165588,hypothetical protein  conserved,unitig_2332_Tb427v10,
1132,Tb427_030043100,-1.2426542378783962,6.383023081239688,1.1306207754014264e-06,Phosphoinositide 3-kinase family  accessory domain (PIK domain)/Phosphatidylinositol 3- and 4-kinase  putative,Chr3_core_Tb427v10,PI4Kc_III_alpha; PI3Ka superfamily
1133,Tb427_110117500,-1.241792898921148,1.019451393178477,0.002245776091819541,unspecified product,Chr11_core_Tb427v10,
1134,Tb427_110011500,-1.2414923843922232,7.628566024642315,8.084775375608054e-06,Dynein light chain type 1  putative,Chr11_core_Tb427v10,PTZ00059
1135,Tb427_080055700,-1.2413087599807748,5.191776295341198,2.8164435063123835e-06,EMG1/NEP1 methyltransferase  putative,Chr8_core_Tb427v10,Nep1-like
