Gene_acc,Gene_id,BSF1,BSF2,PCF1,PCF2,Desc
2238,Tb427_100066100,1794,1871,6350,6937,Aldehyde dehydrogenase family  putative
2239,Tb427_070015700,157,163,249,279,unspecified product
2240,Tb427_110127100,601,637,1874,1922,hypothetical protein  conserved
2241,Tb427_000806500,35,49,29,30,Protein of unknown function (DUF2974)  putative
2242,Tb427_110071600,1735,1743,5860,5980,Tex-like protein N-terminal domain/Tex protein YqgF-like domain/Helix-hairpin-helix motif/HHH domain containing protein  putative
2243,Tb427_060019300,929,931,2391,2586,S1/P1 Nuclease  putative
2244,Tb427_090061500,1169,1190,3656,3843,Elongation factor Tu GTP binding domain/Elongation factor Tu C-terminal domain containing protein  putative
2245,Tb427_000746500,85,79,73,72,hypothetical protein  conserved
2246,Tb427_010021300,1894,2062,7483,7331,BT1 family  putative
2247,Tb427_000753800,71,88,70,88,hypothetical protein  conserved
2248,Tb427_030015700,775,716,2291,2500,hypothetical protein  conserved
2249,Tb427_060010100,814,751,2450,2641,3' exoribonuclease family  domain 2  putative
2250,Tb427_060037800,591,522,1298,1589,hypothetical protein  conserved
2251,Tb427_110141200,1120,1105,3575,3783,Plus-3 domain/Zinc finger  C3HC4 type (RING finger) containing protein  putative
2252,Tb427_110055700,1931,1961,6204,6490,Mitochondrial small ribosomal subunit Rsm22  putative
2253,Tb427_030022200,644,689,1681,1622,hypothetical protein  conserved
2254,Tb427_090033800,1132,1305,3478,3630,NLI interacting factor-like phosphatase  putative
2255,Tb427_040053100,1067,1070,3485,3712,Alpha-kinase family  putative
2256,Tb427_110005200,947,1034,3142,3372,hypothetical protein  conserved
2257,Tb427_060027500,238,239,587,612,hypothetical protein  conserved
2258,Tb427_100057100,1292,1241,5093,5586,eIF-6 family  putative
2259,Tb427_040026600,1526,1341,3735,4062,Glycosyl hydrolase family 65 central catalytic domain/Glycosyl hydrolase family 65  C-terminal domain containing protein  putative
2260,Tb427_030015100,423,404,752,905,CPBP intramembrane metalloprotease  putative
2261,Tb427_100126600,595,593,2264,2433,hypothetical protein  conserved
2262,Tb427_020027700,648,662,1079,1156,IGP family C-type lectin domain containing protein  putative
2263,Tb427_100165500,809,853,2643,2832,Mitochondrial carrier protein  putative
2264,Tb427_100047400,1689,1682,6540,6872,SPFH domain / Band 7 family  putative
2265,Tb427_030029200,572,644,1595,1832,hypothetical protein  conserved
2266,Tb427_090062800,1312,1277,3906,4266,DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Domain of unknown function (DUF4217)  putative
2267,Tb427_000791100,2065,2335,3213,3266,Retrotransposon hot spot protein  putative
2268,Tb427_070023600,613,652,1827,2228,FYVE zinc finger containing protein  putative
2269,Tb427_000724000,21,29,22,11,hypothetical protein  conserved
2270,Tb427_070063400,791,794,2184,2557,Nuclear transport factor 2 (NTF2) domain containing protein  putative
2271,Tb427_050038800,4117,3751,11452,12150,hypothetical protein  conserved
2272,Tb427_000711200,210,207,192,221,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
2273,Tb427_050032100,3161,2916,10813,11978,Eukaryotic translation initiation factor eIF2A  putative
2274,Tb427_010005700,2113,2158,7344,7377,Phosphate transporter family  putative
2275,Tb427_110017900,1412,1347,3378,3608,hypothetical protein  conserved
2276,Tb427_090037200,630,711,1615,1820,hypothetical protein  conserved
2277,Tb427_090006000,353,335,1149,1203,hypothetical protein  conserved
2278,Tb427_020012700,841,815,2461,2748,Mitochondrial carrier protein  putative
2279,Tb427_040026700,488,456,1051,1178,hypothetical protein  conserved
2280,Tb427_110106000,1289,1501,4676,5285,mRNA cleavage and polyadenylation factor CLP1 P-loop  putative
2281,Tb427_000272200,2063,2366,4631,4766,Retrotransposon hot spot protein  putative
2282,Tb427_070023200,670,619,1878,2225,FYVE zinc finger containing protein  putative
2283,Tb427_110112500,25,33,22,40,unspecified product
2284,Tb427_000786800,54,56,17,22,Reverse transcriptase (RNA-dependent DNA polymerase)  putative
2285,Tb427_080016500,1448,1504,4307,4471,Acyl-CoA dehydrogenase  N-terminal domain containing protein  putative
2286,Tb427_000708200,322,390,441,492,Retrotransposon hot spot protein  putative
2287,Tb427_100121600,51,88,216,263,unspecified product
2288,Tb427_050023000,3269,3374,12225,12844,hypothetical protein  conserved
2289,Tb427_050034800,354,357,1148,1152,hypothetical protein  conserved
2290,Tb427_000697800,22,26,14,16,hypothetical protein
2291,Tb427_010012700,1565,1677,5210,5546,Type III restriction enzyme  res subunit/DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein  putative
2292,Tb427_060031600,958,1021,2468,2680,MA3 domain containing protein  putative
2293,Tb427_000693400,101,81,48,46,hypothetical protein  conserved
2294,Tb427_110036300,1699,1707,5899,6363,ABC transporter transmembrane region 2/ABC transporter  putative
2295,Tb427_070051700,1215,1306,4349,4469,hypothetical protein  conserved
2296,Tb427_000755300,1468,1566,2142,2291,Retrotransposon hot spot protein  putative
2297,Tb427_090044100,1022,1066,3478,3824,hypothetical protein  conserved
2298,Tb427_000675100,201,219,283,236,Retrotransposon hot spot protein  putative
2299,Tb427_080030600,1264,1369,4170,4879,Putative serine esterase (DUF676)  putative
2300,Tb427_010005300,563,641,1171,1167,hypothetical protein  conserved
2301,Tb427_000831800,69,73,57,66,Protein of unknown function (DUF1181)  putative
2302,Tb427_100027600,448,448,1001,1144,hypothetical protein  conserved
2303,Tb427_030009100,537,574,2049,2206,Complex 1 protein (LYR family)  putative
2304,Tb427_100046300,2242,2015,3437,3669,hypothetical protein  conserved
2305,Tb427_000773500,166,172,133,164,Retrotransposon hot spot protein  putative
2306,Tb427_090078300,838,875,2262,2391,hypothetical protein  conserved
2307,Tb427_000109300,462,476,723,769,hypothetical protein  conserved
2308,Tb427_100145800,566,579,2348,2637,hypothetical protein  conserved
2309,Tb427_030041900,680,644,1629,1823,RNA polymerase Rpc34 subunit  putative
2310,Tb427_100097700,1331,1336,4144,4690,tRNA pseudouridine synthase D (TruD)  putative
2311,Tb427_050047200,2090,2172,7289,7757,LysM domain containing protein  putative
2312,Tb427_110112100,27,36,30,38,unspecified product
2313,Tb427_010022300,1711,1793,6193,7021,hypothetical protein  conserved
2314,Tb427_040014900,974,1012,3370,3581,hypothetical protein  conserved
2315,Tb427_090086100,1377,1284,2997,3169,Roadblock/LC7 domain containing protein  putative
2316,Tb427_110033700,105,95,144,148,hypothetical protein  conserved
2317,Tb427_090088800,816,820,2954,3150,ATP11 protein  putative
2318,Tb427_090006400,413,423,1480,1602,hypothetical protein
2319,Tb427_100161600,2278,2244,5923,6190,Tubulin binding cofactor C  putative
2320,Tb427_000277800,86,48,67,72,Protein of unknown function (DUF1181)  putative
2321,Tb427_030017600,4379,4403,16991,18338,Transketolase  pyrimidine binding domain/Transketolase  C-terminal domain containing protein  putative
2322,Tb427_070079500,1205,1213,3693,3837,hypothetical protein  conserved
2323,Tb427_110080600,2400,2361,7201,7808,hypothetical protein  conserved
2324,Tb427_010032200,1220,1056,1456,1605,hypothetical protein  conserved
2325,Tb427_060056400,642,697,2270,2426,hypothetical protein  conserved
2326,Tb427_080024800,332,334,1157,1165,hypothetical protein  conserved
2327,Tb427_050026700,1284,1341,4546,4929,hypothetical protein  conserved
2328,Tb427_000694900,69,80,38,48,hypothetical protein  conserved
2329,Tb427_040028200,670,645,1572,1782,hypothetical protein  conserved
2330,Tb427_000109900,174,234,366,358,hypothetical protein
2331,Tb427_080037100,308,303,733,769,YceI-like domain containing protein  putative
2332,Tb427_110167100,674,744,2015,2279,NAD synthase  putative
2333,Tb427_030014300,846,861,1072,1145,hypothetical protein  conserved
2334,Tb427_000644800,87,62,126,107,hypothetical protein  conserved
2335,Tb427_000274400,48,73,58,71,Endonuclease-reverse transcriptase  putative
2336,Tb427_050017800,1003,913,3153,3418,UbiA prenyltransferase family  putative
2337,Tb427_010022000,2189,2141,7339,7881,RNA ligase/T4 RNA ligase 2 C-terminal  putative
2338,Tb427_060022200,71,118,217,224,unspecified product
2339,Tb427_100006200,1718,1806,7243,6882,hypothetical protein  conserved
2340,Tb427_110041700,814,864,2223,2244,Nucleoside transporter  putative
2341,Tb427_040023000,3651,3738,4728,4591,hypothetical protein  conserved
2342,Tb427_000791400,738,763,925,974,Retrotransposon hot spot protein  putative
2343,Tb427_100018000,3475,3666,12459,13522,tRNA synthetases class I (I  L  M and V)/tRNA synthetases class I (M)  putative
2344,Tb427_040039300,519,562,2048,2231,hypothetical protein  conserved
2345,Tb427_000814100,652,633,608,586,hypothetical protein  conserved
2346,Tb427_060024600,115,97,130,98,Protein tyrosine kinase/Protein kinase domain containing protein  putative
2347,Tb427_000643200,226,212,235,291,hypothetical protein  conserved
2348,Tb427_080024400,688,758,1771,2086,Cyclic nucleotide-binding domain containing protein  putative
2349,Tb427_000758800,158,154,224,263,Retrotransposon hot spot protein  putative
2350,Tb427_040054000,825,917,3029,3039,hypothetical protein  conserved
2351,Tb427_110130000,1050,1149,3583,3749,Uncharacterized ACR  COG1678  putative
2352,Tb427_000787300,135,155,181,180,hypothetical protein  conserved
2353,Tb427_050043900,274,336,804,937,Anaphase-promoting complex subunit 11 RING-H2 finger/RING-H2 zinc finger domain/Ring finger domain containing protein  putative
2354,Tb427_050021700,743,771,1540,1401,hypothetical protein  conserved
2355,Tb427_020019400,851,736,1440,1679,Protein kinase domain/Protein tyrosine kinase  putative
2356,Tb427_110037000,1342,1386,2362,2480,Histone methylation protein DOT1  putative
2357,Tb427_000680500,89,112,119,122,hypothetical protein  conserved
2358,Tb427_080054800,3438,3106,9054,8846,Microtubule binding/Kinesin motor domain containing protein  putative
2359,Tb427_100044100,1024,974,2959,3407,hypothetical protein  conserved
2360,Tb427_040028700,489,511,1516,1643,hypothetical protein  conserved
2361,Tb427_060038100,1262,1286,3454,3982,GPI transamidase subunit PIG-U/Mannosyltransferase (PIG-M)  putative
2362,Tb427_040051300,785,846,619,709,hypothetical protein  conserved
2363,Tb427_110175500,649,685,1766,1895,hypothetical protein  conserved
2364,Tb427_110088000,2563,2575,9143,9598,Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein  putative
2365,Tb427_110189100,1298,1254,3576,3771,hypothetical protein  conserved
2366,Tb427_090076800,1455,1513,4648,5137,Aminotransferase class-V  putative
2367,Tb427_030016800,1302,1245,3134,3599,hypothetical protein  conserved
2368,Tb427_050048200,498,548,1194,1359,hypothetical protein  conserved
2369,Tb427_000644700,118,125,111,148,hypothetical protein  conserved
2370,Tb427_100090100,836,764,2007,1994,PSP1 C-terminal conserved region containing protein  putative
2371,Tb427_080020200,1774,1694,5913,5996,hypothetical protein  conserved
2372,Tb427_110016900,813,852,1281,1426,hypothetical protein  conserved
2373,Tb427_000695700,98,101,75,55,hypothetical protein  conserved
2374,Tb427_100006900,1102,966,2301,2348,Protein tyrosine kinase/Protein kinase domain containing protein  putative
2375,Tb427_100067600,1227,1217,3958,4198,Nucleolar complex-associated protein/CBF/Mak21 family  putative
2376,Tb427_070072200,2160,2146,7041,7727,Probable N6-adenine methyltransferase  putative
2377,Tb427_050014500,1110,1222,3720,3965,2OG-Fe(II) oxygenase superfamily  putative
2378,Tb427_000774400,63,62,14,26,Retrotransposon hot spot protein  putative
2379,Tb427_060040300,856,927,2557,2600,C2H2 type zinc-finger (2 copies)  putative
2380,Tb427_000107600,294,262,477,476,hypothetical protein  conserved
2381,Tb427_110174100,659,692,1864,1765,Oxidoreductase FAD-binding domain/Oxidoreductase NAD-binding domain containing protein  putative
2382,Tb427_080031900,833,877,2493,2566,CAF1 family ribonuclease  putative
2383,Tb427_010015900,10667,10147,42904,44705,Domain of unknown function (DUF1935)/Calpain family cysteine protease  putative
2384,Tb427_090060500,14,18,24,26,unspecified product
2385,Tb427_000735600,1927,2017,2742,2922,Retrotransposon hot spot protein  putative
2386,Tb427_110124500,1267,1253,4045,4589,Tubulin/FtsZ family  GTPase domain containing protein  putative
2387,Tb427_010010600,3052,2792,9309,10358,CTP synthase N-terminus/Glutamine amidotransferase class-I/Peptidase C26  putative
2388,Tb427_000277700,38,41,54,55,hypothetical protein  conserved
2389,Tb427_000775400,221,202,233,260,hypothetical protein  conserved
2390,Tb427_110131200,854,834,2944,3123,hypothetical protein  conserved
2391,Tb427_090088000,407,481,1568,1642,hypothetical protein  conserved
2392,Tb427_110041800,756,865,2111,2067,Nucleoside transporter  putative
2393,Tb427_090033400,1197,1252,3316,3559,NLI interacting factor-like phosphatase  putative
2394,Tb427_090032700,1150,1243,4179,4594,Erv1 / Alr family  putative
2395,Tb427_030032600,1827,1645,4730,4998,Domain of unknown function (DUF4586)  putative
2396,Tb427_100099200,638,702,1615,1707,Nuclease-related domain containing protein  putative
2397,Tb427_010010700,710,677,1082,1074,Homocysteine S-methyltransferase  putative
2398,Tb427_000755100,220,245,356,308,hypothetical protein  conserved
2399,Tb427_110058500,1205,1222,3016,3091,Sugar (and other) transporter/Major Facilitator Superfamily  putative
2400,Tb427_110036200,2124,2196,7670,7769,NOG1 N-terminal helical domain/Ferrous iron transport protein B/50S ribosome-binding GTPase/Nucleolar GTP-binding protein 1 (NOG1)/NOGCT (NUC087) domain containing protein  putative
2401,Tb427_000763400,106,94,89,97,hypothetical protein  conserved
2402,Tb427_000827200,1141,1120,1398,1457,Retrotransposon hot spot protein  putative
2403,Tb427_110144500,1104,932,3020,3174,Ribonucleotide reductase  small chain  putative
2404,Tb427_050029400,3921,3989,13435,14340,Mak10 subunit  NatC N(alpha)-terminal acetyltransferase  putative
2405,Tb427_040005100,1567,1699,4951,5378,Solute carrier family 35/CRT-like  chloroquine-resistance transporter-like  putative
2406,Tb427_030019400,820,849,2430,2626,DNA / pantothenate metabolism flavoprotein  putative
2407,Tb427_020030000,45,44,31,39,hypothetical protein  conserved
2408,Tb427_090020800,648,690,2107,2489,Low molecular weight phosphotyrosine protein phosphatase  putative
2409,Tb427_000780500,1834,2039,2775,2838,Retrotransposon hot spot protein  putative
2410,Tb427_060016400,987,1045,3040,3264,Initiation factor 2 subunit family  putative
2411,Tb427_000677500,78,76,79,74,Protein of unknown function (DUF1181)  putative
2412,Tb427_000659800,30,24,24,24,hypothetical protein  conserved
2413,Tb427_000007500,123,79,69,53,Trypanosome variant surface glycoprotein (A-type)  putative
2414,Tb427_010010900,1112,1055,3301,3403,hypothetical protein  conserved
2415,Tb427_000286700,1046,1085,919,905,RNA polymerase Rpb2  domain 4/RNA polymerase Rpb2  domain 6  putative
2416,Tb427_100020700,810,710,1718,1794,hypothetical protein  conserved
2417,Tb427_100162400,964,1031,2997,3272,Utp11 protein  putative
2418,Tb427_060025900,436,457,1070,1129,hypothetical protein  conserved
2419,Tb427_110043000,4081,3718,12436,13101,tRNA synthetases class I (I  L  M and V)/tRNA synthetases class I (M)/tRNA synthetases class I (C) catalytic domain/Anticodon-binding domain of tRNA  putative
2420,Tb427_110093300,818,851,1979,2189,hypothetical protein  conserved
2421,Tb427_090074700,585,649,1572,1665,Zinc knuckle  putative
2422,Tb427_110009900,708,733,2824,3103,hypothetical protein  conserved
2423,Tb427_070032000,1501,1635,3070,3247,Protein kinase domain/Protein tyrosine kinase  putative
2424,Tb427_070067700,591,568,1727,1787,DnaJ domain containing protein  putative
2425,Tb427_100011300,1607,1544,4650,5156,PPR repeat  putative
2426,Tb427_010014300,1271,1362,1440,1715,PIN domain containing protein  putative
2427,Tb427_070023900,2468,2425,7286,7965,Glycine cleavage system P-protein/Beta-eliminating lyase  putative
2428,Tb427_110037400,8109,7111,35278,35684,Ribosomal protein L44  putative
